title,author,venue,year,class
Optimization of constrained frequent set queries with 2-variable constraints,"Laks V. S. Lakshmanan, Raymond Ng, Jiawei Han, Alex Pang",International Conference on Management of Data,1999,ID202
Approximate computation of multidimensional aggregates of sparse data using wavelets,"Jeffrey Scott Vitter, Min Wang",International Conference on Management of Data,1999,ID167
Self-tuning histograms: building histograms without looking at data,"Ashraf Aboulnaga, Surajit Chaudhuri",International Conference on Management of Data,1999,ID203
An efficient bitmap encoding scheme for selection queries,"Chee-Yong Chan, Yannis E. Ioannidis",International Conference on Management of Data,1999,ID168
Multi-dimensional selectivity estimation using compressed histogram information,"Ju-Hong Lee, Deok-Hwan Kim, Chin-Wan Chung",International Conference on Management of Data,1999,ID204
A comparison of selectivity estimators for range queries on metric attributes,"Bj&#246;rn Blohsfeld, Dieter Korus, Bernhard Seeger",International Conference on Management of Data,1999,ID169
Query optimization for selections using bitmaps,Ming-Chuan Wu,International Conference on Management of Data,1999,ID205
Fast algorithms for projected clustering,"Charu C. Aggarwal, Joel L. Wolf, Philip S. Yu, Cecilia Procopiuc, Jong Soo Park",International Conference on Management of Data,1999,ID162
Logical logging to extend recovery to new domains,"David Lomet, Mark Tuttle",International Conference on Management of Data,1999,ID198
Efficient concurrency control for broadcast environments,"Jayavel Shanmugasundaram, Arvind Nithrakashyap, Rajendran Sivasankaran, Krithi Ramamritham",International Conference on Management of Data,1999,ID163
Update propagation protocols for replicated databates,"Yuri Breitbart, Raghavan Komondoor, Rajeev Rastogi, S. Seshadri, Avi Silberschatz",International Conference on Management of Data,1999,ID199
Belief reasoning in MLS deductive databases,Hasan M. Jamil,International Conference on Management of Data,1999,ID164
A multimedia presentation algebra,"S. Adali, M. L. Sapino, V. S. Subrahmanian",International Conference on Management of Data,1999,ID165
Querying network directories,"H. V. Jagadish, Laks V. S. Lakshmanan, Tova Milo, Divesh Srivastava, Dimitra Vista",International Conference on Management of Data,1999,ID200
Online association rule mining,Christian Hidber,International Conference on Management of Data,1999,ID201
Conceptual schema analysis: techniques and applications,"S. Castano, V. De Antonellis, M. G. Fugini, B. Pernici",ACM Transactions on Database Systems (TODS) ,1998,ID1273
An access control model supporting periodicity constraints and temporal reasoning,"Elisa Bertino, Claudio Bettini, Elena Ferrari, Pierangela Samarati",ACM Transactions on Database Systems (TODS) ,1998,ID1272
An efficient method for checking object-oriented database schema correctness,"A. Formica, H. D. Groger, M. Missikoff",ACM Transactions on Database Systems (TODS) ,1998,ID1274
Integration of spatial join algorithms for processing multiple inputs,"Nikos Mamoulis, Dimitris Papadias",International Conference on Management of Data,1999,ID194
Selectivity estimation in spatial databases,"Swarup Acharya, Viswanath Poosala, Sridhar Ramaswamy",International Conference on Management of Data,1999,ID195
Efficient concurrency control in multidimensional access methods,"Kaushik Chakrabarti, Sharad Mehrotra",International Conference on Management of Data,1999,ID161
Snakes and sandwiches: optimal clustering strategies for a data warehouse,"H. V. Jagadish, Laks V. S. Lakshmanan, Divesh Srivastava",International Conference on Management of Data,1999,ID196
OPTICS: ordering points to identify the clustering structure,"Mihael Ankerst, Markus M. Breunig, Hans-Peter Kriegel, J&#246;rg Sander",International Conference on Management of Data,1999,ID197
A case for intelligent disks (IDISKs),"Kimberly Keeton, David A. Patterson, Joseph M. Hellerstein",ACM SIGMOD Record ,1998,ID1025
The TriGS active object-oriented database system- an overview,"G. Kappel, W. Retschitzegger",ACM SIGMOD Record ,1998,ID1030
Reminiscences on influential papers,Richard Snodgrass,ACM SIGMOD Record ,1998,ID1029
B-tree page size when caching is considered,David Lomet,ACM SIGMOD Record ,1998,ID1024
The Microsoft database research group,"David Lomet, Roger Barga, Surajit Chaudhuri, Paul Larson, Vivek Narasayya",ACM SIGMOD Record ,1998,ID1032
Database research at Columbia University,"Shih-Fu Chang, Luis Gravano, Gail E. Kaiser, Kenneth A. Ross, Salvatore J. Stolfo",ACM SIGMOD Record ,1998,ID1027
Database techniques for the World-Wide Web: a survey,"Daniela Florescu, Alon Levy, Alberto Mendelzon",ACM SIGMOD Record ,1998,ID1026
Standards in practice,"Andrew Eisenberg, Jim Melton",ACM SIGMOD Record ,1998,ID1031
Safe query languages for constraint databases,Peter Z. Revesz,ACM Transactions on Database Systems (TODS) ,1998,ID1279
Supporting valid-time indeterminacy,"Curtis E. Dyreson, Richard Thomas Snodgrass",ACM Transactions on Database Systems (TODS) ,1998,ID1278
The Garlic project,"M. Tork Roth, M. Arya, L. Haas, M. Carey, W. Cody, R. Fagin, P. Schwarz, J. Thomas, E. Wimmers",International Conference on Management of Data,1996,ID454
BeSS: storage support for interactive visualization systems,"A. Biliris, T. A. Funkhouser, W. O'Connell, E. Panagos",International Conference on Management of Data,1996,ID414
Algebraic change propagation for semijoin and outerjoin queries,"Timothy Griffin, Bharat Kumar",ACM SIGMOD Record ,1998,ID1023
Enhanced nearest neighbour search on the R-tree,"King Lum Cheung, Ada Wai-Chee Fu",ACM SIGMOD Record ,1998,ID1022
Report on the 5th international workshop on knowledge representation meets databases (KRDB'98),"Alex Borgida, Vinay K. Chaudhri, Martin Staudt",ACM SIGMOD Record ,1998,ID1028
Safe stratified Datalog with integer order does not have syntax,"Alexei P. Stolboushkin, Michael A. Taitslin",ACM Transactions on Database Systems (TODS) ,1998,ID1280
DBMiner: interactive mining of multiple-level knowledge in relational databases,"Jaiwei Han, Youngjian Fu, Wei Wang, Jenny Chiang, Osmar R. Za&#239;ane, Krzysztof Koperski",International Conference on Management of Data,1996,ID412
prospector: a content-based multimedia server for massively parallel architectures,"S. Choo, W. O'Connell, G. Linerman, H. Chen, K. Ganapathy, A. Biliris, E. Panagos, D. Schrader",International Conference on Management of Data,1996,ID450
DBSim: a simulation tool for predicting database performance,"Mark Lefler, Mark Stokrp, Craig Wong",International Conference on Management of Data,1996,ID411
LORE: a Lightweight Object REpository for semistructured data,"Dallan Quass, Jennifer Widom, Roy Goldman, Kevin Haas, Qingshan Luo, Jason McHugh, Svetlozar Nestorov, Anand Rajaraman, Hugo Rivero, Serge Abiteboul, Jeff Ullman, Janet Wiener",International Conference on Management of Data,1996,ID449
CapBasED-AMS: a capability-based and event-driven activity management system,"Patrick C. K. Hung, Helen P. Yeung, Kamalakar Karlapalem",International Conference on Management of Data,1996,ID413
The MultiView project: object-oriented view technology and applications,"E. A. Rundensteiner, H. A. Kuno, Y.-G. Ra, V. Crestana-Taube, M. C. Jones, P. J. Marron",International Conference on Management of Data,1996,ID453
METU interoperable database system,"Asuman Dogac, Ugur Halici, Ebru Kilic, Gokhan Ozhan, Fatma Ozcan, Sena Nural, Cevdet Dengi, Sema Mancuhan, Budak Arpinar, Pinar Koksal, Cem Evrendilek",International Conference on Management of Data,1996,ID451
SONAR: system for optimized numeric association rules,"Takeshi Fukuda, Yasuhiko Morimoto, Shinichi Morishita, Takeshi Tokuyama",International Conference on Management of Data,1996,ID452
Repository system engineering,Pillip A. Bernstein,International Conference on Management of Data,1996,ID445
databases and visualization,Daniel A. Keim,International Conference on Management of Data,1996,ID409
"Adaptive, fine-grained sharing in a client-server OODBMS: a callback-based approach","Markos Zaharioudakis, Michael J. Carey, Michael J. Franklin",ACM Transactions on Database Systems (TODS) ,1997,ID1283
The ins and outs (and everything in between) of data warehousing,"Phil Fernandez, Donovan Schneider",International Conference on Management of Data,1996,ID444
Thinksheet: a tool for tailoring complex documents,"Peter Piatko, Roman Yangarber, Daoi Lin, Dennis Shasha",International Conference on Management of Data,1996,ID447
HyperStorM-administering structured documents using object-oriented database technology,"Klemens B&#246;hm, Karl Aberer",International Conference on Management of Data,1996,ID448
State of the art in workflow management research and products,C. Mohan,International Conference on Management of Data,1996,ID446
Data mining techniques,Jiawei Han,International Conference on Management of Data,1996,ID410
Minimization of tree pattern queries,"Sihem Amer-Yahia, SungRan Cho, Laks V. S. Lakshmanan, Divesh Srivastava",International Conference on Management of Data,2001,ID75
Data-driven understanding and refinement of schema mappings,"Ling Ling Yan, Ren&#233;e J. Miller, Laura M. Haas, Ronald Fagin",International Conference on Management of Data,2001,ID14
Communication-efficient distributed mining of association rules,"Assaf Schuster, Ran Wolff",International Conference on Management of Data,2001,ID18
Selectivity estimation using probabilistic models,"Lise Getoor, Benjamin Taskar, Daphne Koller",International Conference on Management of Data,2001,ID71
Applying the golden rule of sampling for query estimation,"Yi-Leh Wu, Divyakant Agrawal, Amr El Abbadi",International Conference on Management of Data,2001,ID72
Monitoring XML data on the Web,"Benjamin Nguyen, Serge Abiteboul, Gr&#233;gory Cobena, Miha&#237; Preda",International Conference on Management of Data,2001,ID81
On supporting containment queries in relational database management systems,"Chun Zhang, Jeffrey Naughton, David DeWitt, Qiong Luo, Guy Lohman",International Conference on Management of Data,2001,ID59
Updating XML,"Igor Tatarinov, Zachary G. Ives, Alon Y. Halevy, Daniel S. Weld",International Conference on Management of Data,2001,ID33
The nimble integration engine,"Denise Draper, Alon Y. Halevy, Daniel S. Weld",International Conference on Management of Data,2001,ID43
Experiences in mining aviation safety data,"Zohreh Nazeri, Eric Bloedorn, Paul Ostwald",International Conference on Management of Data,2001,ID6
Catalog management in websphere commerce suite,Thomas Maguire,International Conference on Management of Data,2001,ID20
Content integration for e-business,"Michael Stonebraker, Joseph M. Hellerstein",International Conference on Management of Data,2001,ID28
The network is the database: data management for highly distributed systems,"Julio C. Navas, Michael Wynblatt",International Conference on Management of Data,2001,ID62
Enabling dynamic content caching for database-driven web sites,"K. Sel&#231;uk Candan, Wen-Syan Li, Qiong Luo, Wang-Pin Hsiung, Divyakant Agrawal",International Conference on Management of Data,2001,ID16
"StorHouse metanoia - new applications for database, storage &; data warehousing","Felipe Cari&#241;o, Jr., Pekka Kostamaa, Art Kaufmann, John Burgess",International Conference on Management of Data,2001,ID60
Reconciling schemas of disparate data sources: a machine-learning approach,"AnHai Doan, Pedro Domingos, Alon Y. Halevy",International Conference on Management of Data,2001,ID66
REVIEW: a real-time virtual walkthrough system,"L. Shou, C. H. Chionh, Z. Huang, Y. Ruan, Kian-Lee Tan",International Conference on Management of Data,2001,ID34
Kweelt: more than just yet another framework to query XML!,Arnaud Sahuguet,International Conference on Management of Data,2001,ID56
Dissemination of dynamic data,"Pavan Deolasee, Amol Katkar, Ankur Panchbudhe, Krithi Ramamritham, Prashant Shenoy",International Conference on Management of Data,2001,ID25
"COSIMA- your smart, speaking E-salesperson","Werner Kie&#946;ling, Stefan Holland, Stefan Fischer, Thorsten Ehm",International Conference on Management of Data,2001,ID13
Exploiting constraint-like data characterizations in query optimization,"Parke Godfrey, Jarek Gryz, Calisto Zuzarte",International Conference on Management of Data,2001,ID21
Fast-Start: quick fault recovery in oracle,"Tirthankar Lahiri, Amit Ganesh, Ron Weiss, Ashok Joshi",International Conference on Management of Data,2001,ID24
